Semester Year Name Concat,Crs Academic Dept Short Nm,Course Subject Cd,Course Subject Short Nm,Course Number,Section Nbr,Course Title Nm,Instr Name Concat,Course Control Nbr,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Incomplete,Total Grades for Course
2015 Fall,Law,LEGALST,Legal Studies,H195A,1,Honors Seminar,Lauren Edelman,51659,5,9,2,1,1,,,,,,,,,,18
2015 Fall,Law,LEGALST,Legal Studies,198,3,Directed Group Stdy,Robert Berring,51680,,,,,,,,,,,,,,,13
2015 Fall,Linguistics,LINGUIS,Linguistics,1A,1,American Sign Lang,Sherry Hicks,52403,1,2,1,2,2,1,,5,2,1,1,,,,20
2015 Fall,Linguistics,LINGUIS,Linguistics,1A,2,American Sign Lang,Sherry Hicks,52409,4,2,2,3,1,,1,,,,1,1,,,16
2015 Fall,Linguistics,LINGUIS,Linguistics,R1B,1,Endangered Language,Andrew Garrett; Clare Sandy,52415,1,8,3,2,5,,,,,,,,1,,20
2015 Fall,Linguistics,LINGUIS,Linguistics,R1B,2,Endangered Language,Andrew Garrett; Ruth Rouvier,52418,4,8,6,1,,1,,,,,,,,,20
2015 Fall,Linguistics,LINGUIS,Linguistics,5,1,Lang & Linguistics,Larry Hyman,52427,6,13,10,10,20,4,3,4,4,,2,,1,,89
2015 Fall,Linguistics,LINGUIS,Linguistics,100,1,Intro Ling Sci,Andrew Garrett,52469,2,22,26,25,41,18,9,5,4,3,2,,3,3,185
2015 Fall,Linguistics,LINGUIS,Linguistics,106,1,Metaphor,Eve Sweetser,52508,2,2,2,2,4,1,1,5,1,,,,2,,36
2015 Fall,Linguistics,LINGUIS,Linguistics,110,1,Phonets & Phonol,Susan Lin,52520,5,29,12,8,10,7,3,7,4,1,1,,3,,91
2015 Fall,Linguistics,LINGUIS,Linguistics,121,1,Logical Semantics,Amy Rose Deal,52544,,10,5,4,3,,1,,1,,,,,,25
2015 Fall,Linguistics,LINGUIS,Linguistics,123,1,Pragmatics,George Lakoff,52559,,7,2,3,3,6,2,1,1,,,,,,29
2015 Fall,Linguistics,LINGUIS,Linguistics,130,1,Comp Hist Ling,Gary Holland,52562,,22,9,2,7,9,2,6,6,1,1,,3,,70
2015 Fall,Linguistics,LINGUIS,Linguistics,170,1,Particular Language,Gary Holland,52583,,2,3,,3,1,,1,,,,,,,10
2015 Fall,Materials Science & Eng,MAT SCI,Materials Science & Eng,39A,1,Fresh/Soph Seminar,Kalanadh Sastry,53003,,,,,,,,,,,,,,,15
2015 Fall,Materials Science & Eng,MAT SCI,Materials Science & Eng,102,1,Bond Crys & Cry Def,Daryl Chrzan,53006,1,12,5,13,5,11,3,4,3,2,1,,3,,63
2015 Fall,Materials Science & Eng,MAT SCI,Materials Science & Eng,113,1,Mech Behav Eng Mat,Robert Ritchie,53015,1,6,6,6,3,3,,1,,,,,1,,27
2015 Fall,Materials Science & Eng,MAT SCI,Materials Science & Eng,120,1,Matls Prod,Matthew Sherburne,53024,1,12,,2,3,,,1,,,,,,1,20
2015 Fall,Materials Science & Eng,MAT SCI,Materials Science & Eng,123,1,Semicon Proc,Jie Yao,53027,1,4,4,7,5,2,3,,,,,,,,27
2015 Fall,Materials Science & Eng,MAT SCI,Materials Science & Eng,130,1,Exp Mat Sci Design,Christopher Kumai,53030,1,4,13,5,7,2,4,1,3,,1,,3,,44
2015 Fall,Materials Science & Eng,MAT SCI,Materials Science & Eng,136,1,Mat In Energy Tech,Kristin Persson,53042,,22,17,6,3,1,,,,,,,,,49
2015 Fall,Mathematics,MATH,Mathematics,1A,1,Calculus,Mariusz Wodzicki,53303,2,17,9,13,12,6,9,6,4,,,,14,,103
2015 Fall,Mathematics,MATH,Mathematics,1A,2,Calculus,Alexander Coward,53354,56,140,88,20,16,13,21,22,20,2,5,,18,2,435
2015 Fall,Mathematics,MATH,Mathematics,1A,3,Calculus,Alexander Coward,53408,36,109,85,15,28,12,16,26,18,5,5,5,26,1,401
2015 Fall,Mathematics,MATH,Mathematics,1A,4,Calculus,David Larman,53465,,14,3,5,4,3,2,4,1,1,,,2,,40
2015 Fall,Mathematics,MATH,Mathematics,1B,1,Calculus,Ole Hald,53471,2,100,59,39,45,43,28,27,22,,28,,9,1,435
2015 Fall,Mathematics,MATH,Mathematics,1B,2,Calculus,Paul Vojta,53525,14,16,11,10,17,19,30,14,13,7,6,4,6,,177
2015 Fall,Mathematics,MATH,Mathematics,H1B,1,Honors Calculus,Ved Datar,53564,1,,2,6,3,4,3,3,,,,,1,,23
2015 Fall,Mathematics,MATH,Mathematics,10A,1,Methods Of Math,Lawrence Evans,53570,3,25,25,39,29,36,19,22,14,10,3,5,3,7,251
2015 Fall,Mathematics,MATH,Mathematics,10A,2,Methods Of Math,Richard Bamler,53573,19,42,59,63,68,46,35,25,16,8,7,1,5,1,421
2015 Fall,Mathematics,MATH,Mathematics,16A,1,Anal Geo & Calculus,Alexander Paulin,53636,50,76,36,45,44,43,20,28,25,3,10,9,12,3,423
2015 Fall,Mathematics,MATH,Mathematics,16A,2,Anal Geo & Calculus,Alexander Paulin,53684,45,66,35,41,36,41,17,31,16,1,15,6,12,1,379
2015 Fall,Mathematics,MATH,Mathematics,16B,1,Anal Geo & Calculus,John Lott,53732,43,63,40,36,34,34,25,23,22,8,6,5,10,1,354
2015 Fall,Mathematics,MATH,Mathematics,32,1,Precalculus,Alexander Appleton; Fraydoun Rezakhanlou,53780,5,31,19,18,16,11,13,12,7,,6,,6,1,212
2015 Fall,Mathematics,MATH,Mathematics,53,1,Multivar Calculus,Emiliano Gomez,53834,23,67,45,39,56,39,23,39,21,8,16,6,10,2,408
2015 Fall,Mathematics,MATH,Mathematics,53,2,Multivar Calculus,Alexander Givental,53888,17,19,34,33,30,35,23,24,21,7,4,2,9,4,274
2015 Fall,Mathematics,MATH,Mathematics,H53,1,Hons Multi Calculus,Ved Datar,53939,1,1,3,3,4,4,3,5,,,2,,,,27
2015 Fall,Mathematics,MATH,Mathematics,54,1,Lin Alg & Diff,David Nadler,53942,35,78,78,114,112,64,46,41,48,,27,,13,4,684
2015 Fall,Mathematics,MATH,Mathematics,54,2,Lin Alg & Diff,Vera Serganova,54002,8,102,50,104,106,89,69,64,35,,,,39,7,700
2015 Fall,Mathematics,MATH,Mathematics,55,1,Discrete Math,David Li-Bland,54071,21,56,26,21,10,9,11,12,10,15,8,8,31,3,254
2015 Fall,Mathematics,MATH,Mathematics,98,2,Directed Group Stdy,Kelli Talaska,54107,,,,,,,,,,,,,,,44
2015 Fall,Mathematics,MATH,Mathematics,98,23,Directed Group Stdy,Michael Wong,54166,,,,,,,,,,,,,,,56
2015 Fall,Mathematics,MATH,Mathematics,98,24,Directed Group Stdy,Michael Wong,55334,,,,,,,,,,,,,,,47
2015 Fall,Mathematics,MATH,Mathematics,98,25,Directed Group Stdy,Michael Wong,55337,,,,,,,,,,,,,,,32
2015 Fall,Mathematics,MATH,Mathematics,98,26,Directed Group Stdy,Michael Wong,55340,,,,,,,,,,,,,,,28
2015 Fall,Mathematics,MATH,Mathematics,98,28,Directed Group Stdy,Michael Wong,55346,,,,,,,,,,,,,,,45
2015 Fall,Mathematics,MATH,Mathematics,98,31,Directed Group Stdy,Michael Wong,53301,,,,,,,,,,,,,,,25
2015 Fall,Mathematics,MATH,Mathematics,98,32,Directed Group Stdy,Michael Wong,53304,,,,,,,,,,,,,,,38
2015 Fall,Mathematics,MATH,Mathematics,98,33,Directed Group Stdy,Michael Wong,53320,,,,,,,,,,,,,,,45
2015 Fall,Mathematics,MATH,Mathematics,98,36,Directed Group Stdy,Michael Wong,53329,,,,,,,,,,,,,,,24
2015 Fall,Mathematics,MATH,Mathematics,C103,1,Intro Math Economic,Haluk Ergin,54182,2,2,1,,2,1,1,1,2,,1,,,,15
2015 Fall,Mathematics,MATH,Mathematics,104,1,Intro To Analysis,Kenji Kozai,54185,3,8,3,3,8,3,5,4,3,,1,,2,,44
2015 Fall,Mathematics,MATH,Mathematics,104,3,Intro To Analysis,Khoa Nguyen,54191,4,6,2,6,4,2,3,4,,,1,,2,1,36
2015 Fall,Mathematics,MATH,Mathematics,104,4,Intro To Analysis,Hongbin Sun,54194,2,8,6,5,7,8,,6,,,4,,1,,47
2015 Fall,Mathematics,MATH,Mathematics,104,5,Intro To Analysis,Tim Cramer,54197,2,5,3,3,6,2,4,1,3,,1,,,,31
2015 Fall,Mathematics,MATH,Mathematics,104,6,Intro To Analysis,Mohammad Reza Pakzad,54200,3,,2,4,3,6,5,4,5,4,1,,,1,38
2015 Fall,Mathematics,MATH,Mathematics,H104,1,Hnrs Intro Analysis,Charles Pugh,54203,5,3,1,,10,,,2,1,,,,1,,26
2015 Fall,Mathematics,MATH,Mathematics,110,1,Linear Algebra,Olga Holtz,54206,8,22,23,34,34,26,22,18,14,3,2,1,4,,273
2015 Fall,Mathematics,MATH,Mathematics,H110,1,Hnrs Linear Algebra,Alexander Givental,54227,1,2,,2,3,4,,1,1,,,,1,,16
2015 Fall,Mathematics,MATH,Mathematics,113,1,Abstract Algebra,Ivan Contreras Palacios,54230,2,7,2,4,5,3,3,5,2,,,,3,,36
2015 Fall,Mathematics,MATH,Mathematics,113,2,Abstract Algebra,Alexis Brice Emmanuel Bouthier,54233,3,3,1,3,3,,,,,,,,2,,18
2015 Fall,Mathematics,MATH,Mathematics,113,3,Abstract Algebra,Kathryn Mann,54236,3,8,3,4,4,2,2,4,,,2,,4,,39
2015 Fall,Mathematics,MATH,Mathematics,113,4,Abstract Algebra,Gang Liu,54239,5,3,4,6,3,7,3,4,1,1,,,1,,39
2015 Fall,Mathematics,MATH,Mathematics,113,5,Abstract Algebra,Marc Rieffel,54242,,4,2,5,2,1,,1,5,,1,,5,,27
2015 Fall,Mathematics,MATH,Mathematics,113,6,Abstract Algebra,Kelli Talaska,54245,2,5,3,1,9,2,2,6,3,,1,,,,35
2015 Fall,Mathematics,MATH,Mathematics,114,1,Abstract Algebra Ii,Adam Topaz,54247,1,2,2,1,,,1,1,1,,,,,,10
2015 Fall,Mathematics,MATH,Mathematics,116,1,Crypto,Yan Zhang,54248,3,3,3,2,4,,,3,,,3,,2,,29
2015 Fall,Mathematics,MATH,Mathematics,121A,1,Math Tool Phys Sci,Dan-Virgil Voiculescu,54251,4,3,7,3,1,1,1,1,,,,,,,23
2015 Fall,Mathematics,MATH,Mathematics,125A,1,Math Logic,Silvain Rideau,54254,4,3,2,1,4,,2,2,1,,,,2,,23
2015 Fall,Mathematics,MATH,Mathematics,126,1,Intro Part Dif Equa,Jeffrey Calder,54257,3,8,3,6,7,2,3,2,,,2,,1,,41
2015 Fall,Mathematics,MATH,Mathematics,128A,1,Numerical Analysis,Ming Gu,54260,6,20,18,29,16,21,6,18,11,,4,3,15,,178
2015 Fall,Mathematics,MATH,Mathematics,130,1,Classical Geometrie,Kathryn Mann,54290,1,3,3,,3,3,1,,1,1,1,,1,,18
2015 Fall,Mathematics,MATH,Mathematics,136,1,Incomplete/Undecid,Antonio Montalban,54293,3,3,2,7,2,3,2,1,1,,1,,2,1,31
2015 Fall,Mathematics,MATH,Mathematics,140,1,Metric Dif Geometry,John Lott,54296,3,1,2,3,4,1,,,,,,,1,,15
2015 Fall,Mathematics,MATH,Mathematics,142,1,Elem Alg Topology,Hongbin Sun,54299,1,4,1,3,3,4,,5,,,1,,2,,26
2015 Fall,Mathematics,MATH,Mathematics,143,1,Elem Alg Geom,Bernd Sturmfels,54301,4,7,4,2,2,,,1,,,,,,,22
2015 Fall,Mathematics,MATH,Mathematics,170,1,Math Meth Optimiz,Ming Gu,54308,4,11,6,3,3,,,,,,,,1,,33
2015 Fall,Mathematics,MATH,Mathematics,185,1,Complex Analysis,David Dynerman,54311,,4,2,3,3,2,,3,1,,1,,6,1,27
2015 Fall,Mathematics,MATH,Mathematics,185,2,Complex Analysis,Andrew Lawrie,54314,4,5,1,6,2,2,5,4,2,,,,2,1,34
2015 Fall,Mathematics,MATH,Mathematics,185,3,Complex Analysis,Francisco Grunbaum,54317,2,3,,4,4,2,4,,,,,,,,20
2015 Fall,Mathematics,MATH,Mathematics,185,4,Complex Analysis,Gang Liu,54320,4,7,4,6,4,3,2,5,5,,,,3,,44
2015 Fall,Mathematics,MATH,Mathematics,185,5,Complex Analysis,Nikhil Srivastava,54323,1,,2,,1,2,,2,,,,,1,1,11
2015 Fall,Mathematics,MATH,Mathematics,191,1,Exper Math,Yan Zhang,54329,,9,,,3,,,,,,,,,,13
2015 Fall,Mathematics,MATH,Mathematics,198,2,Directed Group Stdy,Kelli Talaska,54374,,,,,,,,,,,,,,,48
2015 Fall,Mathematics,MATH,Mathematics,198BC,1,Directed Group Stud,Maria Guadalupe Martinez; Thomas Scanlon,54395,,,,,,,,,,,,,,,19
2015 Fall,Mathematics,MATH,Mathematics,198BC,2,Directed Group Stud,Elan Bechor; Thomas Scanlon,54398,,,,,,,,,,,,,,,20
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,40,1,Thermodynamics,David Rich,55356,6,8,13,15,14,16,21,9,9,,,,,,111
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,C85,1,Intro Solid Mechncs,David Steigmann,55368,1,4,4,6,4,2,,1,3,1,4,,1,,31
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,C85,2,Intro Solid Mechncs,Francisco Armero,55380,3,15,2,7,7,6,7,9,6,2,3,,4,,72
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,98,51,Directed Group Stdy,Alice Agogino; Mariya Andreyeva,55530,,,,,,,,,,,,,,,25
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,98,53,Directed Group Stdy,Dennis Lieu; Koki Saito,55536,,,,,,,,,,,,,,,25
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,102A,1,Intr Mec Sys Mchtrn,George Anwar; Marcel Kristel,55551,12,52,27,26,19,2,,,,,,,,,138
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,102B,1,Mechatronics Design,Homayoon Kazerooni,55566,17,60,1,6,,,,,,,,,,,84
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,104,1,Engr Mechanics Ii,Tarek Zohdi,55578,8,15,9,10,11,17,6,4,3,2,2,8,2,,97
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,106,1,Fluid Mechanics,Shawn Shadden,55587,10,23,14,24,31,11,8,3,,,,,,,124
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,107,1,Mec Eng Laboratory,Lydia Sohn,55599,6,59,8,9,1,,,,,,,,,,83
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,108,1,Mech Beh Eng Matris,Ayyana Chakravartula,55623,,6,10,14,24,25,10,7,2,1,,,2,,101
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,109,1,Heat Transfer,Christopher Dames,55653,6,12,9,7,24,11,5,7,3,2,1,1,2,,90
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,119,1,Intro To Mems,Liwei Lin,55662,2,10,11,12,8,1,1,1,,,,,,,46
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,130,1,Design Planar Mach,Kourosh Youssefi,55665,,15,5,20,8,11,12,5,2,,,,,,78
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,132,1,Dyn System/Feedback,Andrew Packard,55677,,7,7,5,8,10,,3,,,,,,,40
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,C134,1,Feedback Cntrl Sys,Ronald Fearing,55692,,4,3,4,3,4,4,4,,,2,,,,28
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,140,1,Comb Proc,Carlos Fernandez-Pello,55707,2,3,6,3,9,3,3,,2,1,,,,,32
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,165,1,Ocean-Environm Mech,Ronald Yeung,55725,8,5,6,3,2,1,,1,,,1,,,,27
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,168,1,Mech Offshore-Sys,Mohammad-Reza Alam,55728,2,1,4,,5,1,1,1,,,,,,,15
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,175,1,Intermed Dynamics,Oliver O'Reilly,55731,1,4,3,8,9,3,3,3,1,,1,,,,38
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,C176,1,Orthop Biomech,Tony Keaveny,55740,1,2,9,5,6,1,,,1,,,,,,25
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,185,1,Intro Continum Mech,James Casey,55749,3,15,8,5,7,2,3,,,,,,,,43
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,190L,1,Prccontrl Sys Desgn,Andrew Packard,55754,,2,2,4,5,3,,,,,,,,,17
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,191K,1,Prof Communication,Marcel Kristel,55755,,42,1,5,,,,,,,,,,,48
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,198,51,Directed Group Stdy,Alice Agogino; Mariya Andreyeva,56028,,,,,,,,,,,,,,,23
2015 Fall,Military Affairs Program,AEROSPC,Aerospace Studies,1A,1,Found Us Air Force,Christopher Carroll; Christopher Francis,57203,8,7,4,1,1,,,1,,,,,1,,23
2015 Fall,Military Affairs Program,AEROSPC,Aerospace Studies,2A,1,Evolut Of Air Power,Christopher Carroll; Christopher Francis,57206,6,2,5,,3,3,,,,,,,1,,20
2015 Fall,Military Affairs Program,MIL AFF,Military Affairs,1,1,Mil Phys Fit & Nutr,Christopher Crager; Stephen Suhr,57103,,29,,,13,,,1,,,,,,,44
2015 Fall,Military Affairs Program,MIL AFF,Military Affairs,145A,1,Ntl Security Forces,Christopher Carroll; Christopher Francis,57106,1,7,1,1,1,,,,,,,,,,11
2015 Fall,Military Affairs Program,MIL SCI,Military Science,100,1,Ind Ldrshp Studies,Christopher Crager; Jeffrey Erts; Stephen Suhr,57309,7,3,1,,1,,2,,,,,,,,14
2015 Fall,Military Affairs Program,MIL SCI,Military Science,131,1,Applied Team Lead,Christopher Crager; Stephen Suhr,57312,5,3,,,,2,,,,,,,,,10
2015 Fall,Military Affairs Program,MIL SCI,Military Science,141,1,Leadership & Mngmnt,Christopher Crager; Stephen Suhr,57315,1,5,4,1,4,,,,,,,,,,15
2015 Fall,Military Affairs Program,NAV SCI,Naval Science,1,1,Intro To Naval Sci,William Koyama,57403,2,7,2,,,,,,,,,,,,11
2015 Fall,Military Affairs Program,NAV SCI,Naval Science,3,1,Lead Management I,Gregory Schmidt; Robert Scott,57409,,4,4,3,1,,,,,,,,,,12
2015 Fall,Military Affairs Program,NAV SCI,Naval Science,12A,1,Navigation Nav Op I,Gregory Schmidt; William Ferris,57412,3,7,2,,,,,,,,,,,,12
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,32,1,Intro Human Physiol,Robin Ball; Terry Machen,57503,7,56,29,19,60,9,15,58,8,,7,,7,2,306
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,32L,1,Int Human Phys Lab,Robin Ball,57539,3,84,24,7,12,,,1,,,,,,,131
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,55,1,Plagues Pandemics,P Beatty,57560,3,16,9,20,17,15,3,9,7,,1,,2,1,140
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,C62,1,Drugs And The Brain,David Presti,57563,7,61,46,45,30,13,5,17,3,,1,,3,,312
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,C64,1,Exploring The Brain,Natalia Caporale,57638,2,11,15,11,15,23,10,14,10,4,7,1,4,3,138
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,90A,1,Freshman Seminars,Jeremy Thorner,57668,3,3,3,3,3,,,,,,,,,,16
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,C100A,1,Biophysical Chem,David Savage; John Kuriyan,58043,16,25,13,17,30,9,12,13,9,,1,,2,,155
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,102,1,Surv Biochem &,Jeremy Thorner; Nicholas Ingolia; Richard Calendar,58082,2,33,35,28,27,24,22,56,35,,13,,9,,293
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,104,1,Gen Genom Cell Bio,Craig Miller; Michael Eisen; Roberto Zoncu,58127,5,35,24,10,45,26,10,21,13,,1,,3,,196
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,110,1,General Biochem,James Hurley; Kathleen Collins; Qiang Zhou,58160,2,10,6,14,17,6,7,9,3,1,2,,,,79
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,C110L,1,Biochem & Molbi,Andreas Martin; Isabelle Le Blanc,58175,3,7,3,1,7,3,1,1,1,,1,,,,29
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,C112,1,Gen Microbiology,Kathleen Ryan,58187,2,2,4,10,11,7,4,4,4,1,1,,1,,52
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,118,1,Cancer Karyotype,Peter Duesberg,58223,2,9,5,1,2,,,,,,,,,1,23
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,132,1,Bio Of Human Cancer,David Bilder; Kunxin Luo; Lin He,58226,1,14,5,10,7,3,4,5,6,,3,,4,,65
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,133L,1,Cell Bio & Phy Lab,Abby Dernburg; Gloria Brar; Polina Lishko,58241,4,15,8,3,3,3,,1,,,,,,,37
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,135A,1,Molec Endocrin,Gary Firestone,58262,3,28,36,34,20,4,4,1,1,,,,,,132
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,136,1,Physiology,Diana Bautista; Iswar Hariharan; Polina Lishko,58277,1,63,,35,28,7,13,6,5,,1,,8,,170
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,140,1,General Genetics,Daniel Rokhsar; Fyodor Urnov; Xavier Darzacq,58301,5,7,6,10,5,6,3,6,5,1,5,,2,,65
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,143,1,Molecular Evolution,Aimee King,58316,2,6,3,3,1,,,,,,,,,,16
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,150,1,Molecular Immunol,Astar Winoto; Laurent Coscoy,58322,,22,4,4,7,3,5,5,3,,2,,2,,60
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,150L,1,Immunology Lab,P Beatty; William Sha,58337,1,9,3,5,5,5,,1,,,,,1,,30
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,160,1,Cell & Molec Neuro,Helen Bateup; John Ngai; Richard Kramer,58340,5,30,9,10,20,13,9,22,7,,10,,1,,143
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,163,1,Neuroanatomy,David Larue; Henk Roelink,58367,7,16,24,13,8,7,6,9,7,,1,,1,,102
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,166,1,Biophysical Neurobi,Alan Miller; Ehud Isacoff; Tamira Elul,58382,4,12,7,3,2,2,1,,,,1,,2,,39
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,198,203,Directed Group Stdy,Abby Dernburg,59096,,,,,,,,,,,,,,,28
2015 Fall,Music,MUSIC,Music,20A,1,Basic Musicianship,Eleanor Cloutier; Michael Orland,60303,,21,7,,1,,,1,,,,,1,,33
2015 Fall,Music,MUSIC,Music,20A,2,Basic Musicianship,Arathi Govind; Michael Orland,60306,3,11,2,2,,,,,,,,,1,,24
2015 Fall,Music,MUSIC,Music,20A,3,Basic Musicianship,Jiselle Warner; Michael Orland,60309,10,5,1,,,2,,1,,,,,,,27
2015 Fall,Music,MUSIC,Music,20A,5,Basic Musicianship,Michael Orland; Sivan Eldar,60315,9,7,4,2,2,,,1,,,,,,,27
2015 Fall,Music,MUSIC,Music,20A,6,Basic Musicianship,Christina Azahar; Michael Orland,60318,,9,7,1,2,,,,,,,,,,19
2015 Fall,Music,MUSIC,Music,20B,1,Basic Musicianship,Merav Singer; Michael Orland,60321,1,12,3,1,,,3,,,,,,,,21
2015 Fall,Music,MUSIC,Music,25A,1,Music Theory,Andrew Martin; David Pereira,60324,4,7,1,,1,,,1,,,,,1,,19
2015 Fall,Music,MUSIC,Music,25A,2,Music Theory,Antonio Juan Marcos Cavazos; David Pereira,60327,5,6,1,4,1,1,1,,,,,,,,21
2015 Fall,Music,MUSIC,Music,27,1,Intro West Music,Nicholas Mathew,60330,40,148,57,49,36,9,4,5,1,,1,,1,,440
2015 Fall,Music,MUSIC,Music,44,1,Voice Class,Candace Johnson,60381,9,15,,,,,,,,,,,,,30
2015 Fall,Music,MUSIC,Music,44,2,Voice Class,Candace Johnson,60384,14,11,1,1,1,,,,,,,,,,29
2015 Fall,Music,MUSIC,Music,44,3,Voice Class,Candace Johnson,60387,10,6,3,1,,1,,,,,,,,,21
2015 Fall,Music,MUSIC,Music,49B,1,Musicianship,Matthew Hough,60390,,9,4,,,,,,,,,,,,13
2015 Fall,Music,MUSIC,Music,49B,2,Musicianship,Matthew Hough,60393,,7,1,,,,,,,,,,,,10
2015 Fall,Music,MUSIC,Music,49C,1,Harmony,David Pereira,60396,,4,2,3,2,,,,,,,,,,12
2015 Fall,Music,MUSIC,Music,49C,2,Harmony,David Pereira; Matthew Sandahl,60399,2,2,2,1,2,,,,1,,,,,,11
2015 Fall,Music,MUSIC,Music,50,1,Musicianship,Michael Orland,60402,,5,4,5,1,,,1,,,,,,,16
2015 Fall,Music,MUSIC,Music,51,1,Musicianship,Michael Orland,60405,,4,2,4,,,,,,,,,,,10
2015 Fall,Music,MUSIC,Music,60,1,Harmony,David Pereira; Jonathan Kulpa,60411,,8,5,3,,,,,,,,,,1,17
2015 Fall,Music,MUSIC,Music,61,1,Harmony,David Pereira,60414,,3,5,4,2,,1,1,,,,,,,16
2015 Fall,Music,MUSIC,Music,61,2,Harmony,David Pereira,60417,,,6,2,4,,1,,,,,,,,13
2015 Fall,Music,MUSIC,Music,70,1,History Of Music I,James Davies,60419,,5,9,5,5,5,2,1,1,,,,1,,34
2015 Fall,Music,MUSIC,Music,98,3,Direct Group Study,Conor Stanton; Marika Kuzma,60429,,,,,,,,,,,,,,,12
2015 Fall,Music,MUSIC,Music,108,1,Percept Cognition,Matthew Schumaker,60483,16,26,11,3,6,3,,,1,,,,,,72
2015 Fall,Music,MUSIC,Music,128,2,Historical Topics,Deirdre Loughridge,60504,,13,4,,2,,,,,,,,1,,22
2015 Fall,Music,MUSIC,Music,128A,1,Opera,Mary Ann Smart,60507,2,11,4,2,,,,,,,,,,,24
2015 Fall,Music,MUSIC,Music,134B,1,Music Of Japan,Bonnie Wade,60513,,10,10,6,1,2,2,,,,,,,1,40
2015 Fall,Music,MUSIC,Music,139,1,World Topics,Lisa Gold,60996,3,17,4,2,,,,,,,,,,1,29
2015 Fall,Music,MUSIC,Music,140,1,Javanese Gamelan,Midiyanto Midiyanto,60516,10,20,4,,,,,,,,1,,,,35
2015 Fall,Music,MUSIC,Music,140,2,Javanese Gamelan,Midiyanto Midiyanto,60519,5,26,3,,,,,,,,,,,,34
2015 Fall,Music,MUSIC,Music,140,3,Javanese Gamelan,Midiyanto Midiyanto,60522,6,29,,,,,,,,,,,,,35
2015 Fall,Music,MUSIC,Music,141,1,Univ Orchestra,David Milnes,60525,6,49,,,,,,,,,,,,,55
