Grade Distribution for Spring 2015 Undergraduate Courses at UC Berkeley,,,,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year: 2014-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester: Spring (End of Term Data),,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: Cal Answers ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Type: Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Level: 0-199,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVC-BRP: Office of Planning and Analysis (kbs) 3/16/2015,,,,,,,,,,, ,,,,,,,,,,,,,,,,
Excludes classes where all students received the same grade & excludes classes with fewer than 10 enrollments (privacy issue),,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester Year Name Concat,Crs Academic Dept Short Nm,Course Subject Cd,Course Subject Short Nm,Course Number,Section Nbr,Course Title Nm,Instr Name Concat,Course Control Nbr,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Pass,Satisfactory,Not Pass,Unsatisfactory,Incomplete,Total Grades for Course
2015 Spring,Business,UGBA,Business Admin-Undergrad,121,1,Fed Inc Tax Acctg,Alan Cerf,8136,2,17,8,8,7,,,2,,,,,,7,,1,,,52
2015 Spring,Business,UGBA,Business Admin-Undergrad,122,1,Fin Info Analysis,Francis Stanton,8142,6,23,8,,5,5,,,,,,,,5,,1,,,53
2015 Spring,Business,UGBA,Business Admin-Undergrad,126,1,Auditing,Tiffany Rasmussen,8148,,12,9,5,8,1,,,,,,,,8,,,,,43
2015 Spring,Business,UGBA,Business Admin-Undergrad,128,1,Strat Cost Mgmt,Jose Plehn-Dujowich,8162,,7,4,4,5,2,,1,,,,,,,,,,,23
2015 Spring,Business,UGBA,Business Admin-Undergrad,131,1,Corp Fin Analysis,Stephen Etter,8166,1,35,5,,12,,,,,,,,,7,,,,,60
2015 Spring,Business,UGBA,Business Admin-Undergrad,132,1,Fin Instit & Mrkts,James Wilcox,8172,,12,13,11,5,5,,1,,,1,,,4,,2,,,54
2015 Spring,Business,UGBA,Business Admin-Undergrad,133,1,Investments,Samuel Olesky,8178,,12,10,10,6,3,,,,,,,,1,,,,,42
2015 Spring,Business,UGBA,Business Admin-Undergrad,136F,1,Behavioral Finance,David Sraer,8183,3,6,7,3,4,1,,,,,,,,6,,,,,30
2015 Spring,Business,UGBA,Business Admin-Undergrad,137,1,Spec Topics In Fin,Ioannis Gkatzimas,8424,1,4,5,5,3,,,,,,,,,,1,,,,19
2015 Spring,Business,UGBA,Business Admin-Undergrad,137,2,Spec Topics In Fin,Sumon Mazumdar,8184,1,8,4,3,3,3,,,,,,,,1,,,,,23
2015 Spring,Business,UGBA,Business Admin-Undergrad,141,1,Prod & Oper Mgmt,Candace Yano,8190,1,8,3,1,4,,,2,,,,,,3,,,,,22
2015 Spring,Business,UGBA,Business Admin-Undergrad,151,1,Mgmt Human Resourcs,Cristina Banks,8195,1,9,6,9,5,3,2,1,1,,,,1,12,,,,1,51
2015 Spring,Business,UGBA,Business Admin-Undergrad,152,1,Negotiation,Holly Schroth,8196,,9,14,6,9,,,,,,,,,,,,,,38
2015 Spring,Business,UGBA,Business Admin-Undergrad,155,1,Leadership,Daniel Mulhern,8205,,14,20,5,1,1,,,,,,,2,7,,,,,50
2015 Spring,Business,UGBA,Business Admin-Undergrad,157,1,Spec Top Mors,Tanya Vacharkulksemsuk,8210,,2,3,1,1,,,,,,,,,3,,,,,10
2015 Spring,Business,UGBA,Business Admin-Undergrad,157,2,Spec Top Mors,Whitney Hischier,8211,1,1,28,7,,1,3,,,,,,,2,,,,,43
2015 Spring,Business,UGBA,Business Admin-Undergrad,160,1,Consumer Behavior,William Fanning,8214,,5,2,6,,1,1,,,,,,,1,,,,,16
2015 Spring,Business,UGBA,Business Admin-Undergrad,165,1,Advertise Strategy,Clayton Critcher,8217,9,8,29,17,4,1,,,,,,,,2,,,,,70
2015 Spring,Business,UGBA,Business Admin-Undergrad,167,1,Spec Topics In Mkt,David Robinson,8220,3,3,4,3,1,3,,1,,,,,,8,,,,,26
2015 Spring,Business,UGBA,Business Admin-Undergrad,168B,1,Intl Mktng,Wasim Azhar,8229,4,7,6,8,6,,,,,,,,,5,,,,,36
2015 Spring,Business,UGBA,Business Admin-Undergrad,170,1,Ethical Leadership,John Phillips,8232,1,12,11,4,1,,1,,,,,,1,11,,,,,42
2015 Spring,Business,UGBA,Business Admin-Undergrad,170,2,Ethical Leadership,John Phillips,8235,,7,7,3,,2,,,,,,,,8,,,,,27
2015 Spring,Business,UGBA,Business Admin-Undergrad,C172,1,Hist American Bus,Christine Rosen,8238,1,6,8,17,3,5,1,1,,1,,,1,5,,,,,49
2015 Spring,Business,UGBA,Business Admin-Undergrad,178,1,Intro Internatl Bus,Daniel Himelstein,8241,,4,15,10,2,,,,,,,,,1,,,,,32
2015 Spring,Business,UGBA,Business Admin-Undergrad,179,1,Intl Consulting Sme,Daniel Himelstein,8243,,4,17,4,1,,,,,,,,,2,,,,,28
2015 Spring,Business,UGBA,Business Admin-Undergrad,183,1,Intro Real Est Fin,Amir Mohsenzadeh Kermani,8244,,9,8,3,3,,,,,,,,,8,,2,,,33
2015 Spring,Business,UGBA,Business Admin-Undergrad,184,1,Urb Real Estate Eco,Victor Couture,8247,3,5,6,4,4,1,,,,,,,,3,,,,,26
2015 Spring,Business,UGBA,Business Admin-Undergrad,190T,1,Topics Innov/Design,Clark Kellogg,8250,,10,14,9,7,3,,,,,,,,4,,,,,47
2015 Spring,Business,UGBA,Business Admin-Undergrad,190T,2,Topics Innov/Design,Alice Agogino; Michael Borrus,8253,1,3,5,10,,,,,,,,,,,,,,,19
2015 Spring,Business,UGBA,Business Admin-Undergrad,191P,1,Ldrshp & Persnl Dev,Cort Worthington,8262,,11,8,3,6,,,,,,,,,5,,,,,33
2015 Spring,Business,UGBA,Business Admin-Undergrad,191P,2,Ldrshp & Persnl Dev,Cort Worthington,8271,,10,10,3,5,,,,,,,,,3,,,,,31
2015 Spring,Business,UGBA,Business Admin-Undergrad,192A,1,Lead Np And Soc Ent,Benjamin Mangan,8278,,3,14,13,,,,,,,,,,4,,,,,34
2015 Spring,Business,UGBA,Business Admin-Undergrad,192N,1,Topics In Nonprofit,Colin Lacon,8280,2,5,8,6,1,,,,,,,,,8,,,,,30
2015 Spring,Business,UGBA,Business Admin-Undergrad,192T,1,Topics In Csr,Kellie Mcelhaney,8286,,8,4,7,5,,,,,,,,,2,,,,,26
2015 Spring,Business,UGBA,Business Admin-Undergrad,193I,1,Business Abroad,Solomon Darwin,8292,3,6,,2,7,,,,,,,,,,,,,,18
2015 Spring,Business,UGBA,Business Admin-Undergrad,194,1,Colloq Bus Topics,Alan Ross,8295,,,,,,,,,,,,,,99,,2,,,101
2015 Spring,Business,UGBA,Business Admin-Undergrad,195A,1,Entrepreneurship,Kurt Beyer,8298,1,12,18,19,10,1,,,,,,,,2,,,,,63
2015 Spring,Business,UGBA,Business Admin-Undergrad,196,1,Spec Topics Bus Adm,Christopher Giles,8301,,3,9,6,4,1,,,,,,,,2,,,,,25
2015 Spring,Business,UGBA,Business Admin-Undergrad,196,3,Spec Topics Bus Adm,Faris Natour; Roger Mcelrath,8307,3,3,1,2,3,1,,,,,,,,1,,,,,14
2015 Spring,Business,UGBA,Business Admin-Undergrad,198,9,Directed Group Stdy,Frank Schultz,8346,,,,,,,,,,,,,,15,,1,,,16
2015 Spring,Chem & Biomolecular Eng,CHM ENG,Chemical Engineering,90,1,Sci Eng Sust Energy,Alexis Bell,10306,,4,6,1,,,,,,,,,,,,,,,11
2015 Spring,Chem & Biomolecular Eng,CHM ENG,Chemical Engineering,141,1,Chem Eng Thermo,Danielle Ercek,10324,2,10,14,4,44,19,11,10,3,,1,,1,1,,,,,120
2015 Spring,Chem & Biomolecular Eng,CHM ENG,Chemical Engineering,150A,1,"Trans: Fluids, Heat",Clayton Radke,10345,1,17,13,10,15,14,13,20,13,,6,,1,1,,,,,124
2015 Spring,Chem & Biomolecular Eng,CHM ENG,Chemical Engineering,154,1,Chem Eng Laboratory,Colin Cerretani; Enrique Iglesia; Roya Maboudian,10366,1,11,10,14,21,9,3,3,1,,,,1,,,,,,74
2015 Spring,Chem & Biomolecular Eng,CHM ENG,Chemical Engineering,160,1,Chem Process Design,Dean Draemel; Steven Sciamanna,10375,1,10,12,12,11,8,,5,,2,,,,,,,,,61
2015 Spring,Chem & Biomolecular Eng,CHM ENG,Chemical Engineering,162,1,Dyn Contr Chem Proc,P. Henrik Wallman,10387,3,23,7,4,26,11,8,7,4,,,,,,,,,,93
2015 Spring,Chem & Biomolecular Eng,CHM ENG,Chemical Engineering,170A,1,Biochemical Engin,Wenjun Zhang,10399,2,7,6,13,5,9,1,3,,,,,2,,2,,,,50
2015 Spring,Chem & Biomolecular Eng,CHM ENG,Chemical Engineering,C178,1,Polymer Sci & Tech,Susan Muller,10408,2,6,3,,11,,,1,,,,,,,,,,,23
2015 Spring,Chem & Biomolecular Eng,CHM ENG,Chemical Engineering,185,1,Tech Communication,Shannon Ciston,10426,1,13,7,9,5,,,,,,,,,,,,,,35
2015 Spring,Chem & Biomolecular Eng,CHM ENG,Chemical Engineering,185,2,Tech Communication,Shannon Ciston,10429,,9,7,7,3,4,,,1,,,,,,,,,,31
2015 Spring,Chem & Biomolecular Eng,CHM ENG,Chemical Engineering,185,3,Tech Communication,Shannon Ciston,10432,,6,4,6,2,,,,,,,,,,,,,,18
2015 Spring,Chem & Biomolecular Eng,CHM ENG,Chemical Engineering,198,3,Directed Group Stdy,Jeffrey Reimer,10678,,,,,,,,,,,,,,38,1,,,,39
2015 Spring,Chemistry,CHEM,Chemistry,1A,1,General Chemistry,Richard Saykally; Royce Lam,11103,6,42,15,16,44,28,38,61,12,,32,,9,6,,21,,,330
2015 Spring,Chemistry,CHEM,Chemistry,1A,2,General Chemistry,Richard Saykally; Royce Lam,11106,11,37,11,17,55,28,50,71,21,,42,,16,8,,10,,2,379
2015 Spring,Chemistry,CHEM,Chemistry,1AL,1,General Chem Lab,Kelvin Lo; Valerija Martinovic,11208,,162,116,72,69,21,6,6,5,,,1,6,1,,1,,17,483
2015 Spring,Chemistry,CHEM,Chemistry,1AL,2,General Chem Lab,Kelvin Lo; Valerija Martinovic,11211,,49,49,20,24,7,3,2,1,,,,2,1,,,,3,161
2015 Spring,Chemistry,CHEM,Chemistry,1B,1,General Chemistry,Emily Chu,11298,2,23,18,30,31,4,10,8,,,2,,,1,,,,1,130
2015 Spring,Chemistry,CHEM,Chemistry,3A,1,Chem Struct React,Peter Marsden; Samantha Keyser,11319,7,33,35,40,25,35,17,20,24,,5,,5,1,,4,,1,252
2015 Spring,Chemistry,CHEM,Chemistry,3A,2,Chem Struct React,Peter Marsden; Samantha Keyser,11322,24,80,71,72,63,87,39,41,28,,15,,7,5,,8,,1,541
2015 Spring,Chemistry,CHEM,Chemistry,3AL,1,Organic Chem Lab,Steven Pedersen,11328,,242,80,19,20,3,1,,,,,,,,,,,1,366
2015 Spring,Chemistry,CHEM,Chemistry,3AL,2,Organic Chem Lab,Steven Pedersen,11331,,178,62,14,16,8,1,,,,,,2,1,,1,,3,286
2015 Spring,Chemistry,CHEM,Chemistry,3B,1,Chem Struct React,Kyle Owens; Richmond Sarpong,11403,8,10,13,26,38,51,25,21,14,,,,5,7,,1,,2,221
2015 Spring,Chemistry,CHEM,Chemistry,3B,2,Chem Struct React,Kyle Owens; Richmond Sarpong,11406,16,10,17,19,24,40,30,16,15,,,,20,2,,2,,,211
2015 Spring,Chemistry,CHEM,Chemistry,3BL,1,Organic Chem Lab,Steven Pedersen,11412,6,142,64,22,18,16,5,,,,,,2,2,,,,3,280
2015 Spring,Chemistry,CHEM,Chemistry,3BL,2,Organic Chem Lab,Steven Pedersen,11415,5,71,40,16,8,4,1,1,,,,,,1,,,,1,148
2015 Spring,Chemistry,CHEM,Chemistry,4B,1,Gen Chm Quant Analy,Jamie Doudna Cate; Laura Sposato; Michelle Douskey,11484,1,22,23,42,69,16,9,13,3,,4,,1,1,,1,,,205
2015 Spring,Chemistry,CHEM,Chemistry,104B,1,Adv Inorganic Chem,John Hartwig; Matthew Larsen; Noelle Catarineu,11559,2,13,9,13,8,6,3,8,2,,2,,2,1,,,,1,70
2015 Spring,Chemistry,CHEM,Chemistry,105,1,Instrumen Analysis,John Groves,11565,1,7,4,6,8,3,1,3,1,,3,,,,,,,1,38
2015 Spring,Chemistry,CHEM,Chemistry,C110L,1,Biochem & Molbi,Isabelle Le Blanc; Ross Wilson,11574,1,7,2,1,3,5,1,3,2,,,,,,,1,,,26
2015 Spring,Chemistry,CHEM,Chemistry,112B,1,Organic Chemistry,Felix Fischer,11586,5,13,13,21,21,11,4,10,19,,5,,5,,,,,1,128
2015 Spring,Chemistry,CHEM,Chemistry,114,1,Adv Syn Organ Chem,Chi Ting; David Kaphan; Thomas Maimone,11615,1,1,4,2,3,2,1,,,,,,,2,,,,,16
2015 Spring,Chemistry,CHEM,Chemistry,115,1,Organic Chemistry,Robert Bergman,11616,,16,2,1,1,,,1,1,,,,,,,,,,22
2015 Spring,Chemistry,CHEM,Chemistry,120A,1,Physical Chemistry,David Chandler; Eran Rabani; Matthew Koc; Nicholas Lewis; Qinghui Ge; Samia Hamed,11625,4,16,7,18,24,20,20,16,13,,,,6,,,,,1,145
2015 Spring,Chemistry,CHEM,Chemistry,125,1,Phys Chem Lab,Stephen Leone,11631,1,5,5,3,8,6,,4,1,,,,,,,,,1,34
2015 Spring,Chemistry,CHEM,Chemistry,130B,1,Biophysical Chem,Hiu Yue Monatrice Lam; Naomi Ginsberg,11682,1,4,,4,2,2,1,2,,,,,,2,,,,,18
2015 Spring,Chemistry,CHEM,Chemistry,135,1,Chemical Biology,Evan Miller; Rishikesh Kulkarni; Vincent Grenier,11688,3,10,12,6,9,9,5,8,5,,2,,1,,,2,,,72
2015 Spring,Chemistry,CHEM,Chemistry,C150,1,Intr Materials Chem,Jeffrey Long; Matthew Kapelewski,11700,,6,3,2,7,1,,,2,,,,,,,,,1,22
2015 Spring,Chemistry,CHEM,Chemistry,C178,1,Polymer Sci & Tech,Susan Muller,11703,1,2,1,,,,,3,,,1,1,,2,,,,1,12
2015 Spring,Chemistry,CHEM,Chemistry,C182,1,Atmos Chem Phys Lab,Alexis Shusterman; Benjamin Nault; Kristie Boering,11721,,,4,3,4,2,1,2,1,,,,1,,,,,1,19
2015 Spring,City & Regional Planning,CY PLAN,City & Regional Planning,114,1,Intro Urb Reg Trans,Daniel Chatman,13683,1,6,10,15,10,6,8,3,1,,,,,2,,1,,,63
2015 Spring,City & Regional Planning,CY PLAN,City & Regional Planning,116,1,Urban Plng Process,Kimberly Smith,13686,1,6,5,6,,,,,,,,,,,,,,,18
2015 Spring,City & Regional Planning,CY PLAN,City & Regional Planning,116,2,Urban Plng Process,Hector Burga,13688,9,10,,,,,,,,,,,,,,,,,19
2015 Spring,City & Regional Planning,CY PLAN,City & Regional Planning,118AC,1,The Urban Comm,Malo Hutson,13689,12,26,22,15,11,4,3,4,,,,,,15,,2,,3,117
2015 Spring,City & Regional Planning,CY PLAN,City & Regional Planning,120,1,Com Plan/Pb Pol Dis,Michael Dear,13704,,8,17,13,10,2,,,,,,,,2,,,,,52
2015 Spring,City & Regional Planning,CY PLAN,City & Regional Planning,190,1,Adv Topcs Urban Stu,Deborah Mckoy,13707,2,10,1,1,2,,,,,,,,,,,,,,16
2015 Spring,City & Regional Planning,CY PLAN,City & Regional Planning,190,2,Adv Topcs Urban Stu,David Waldron,13709,,7,2,5,,1,,,,,,,,,,,,,15
2015 Spring,City & Regional Planning,CY PLAN,City & Regional Planning,198,2,Directed Group Stdy,Carolina Reid,13712,,,,,,,,,,,,,,9,,1,,,10
2015 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,11,1,Eng Sys & Sustain,Robert Harley,14003,2,19,9,10,9,11,7,8,,,3,,1,,,,,,79
2015 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,C30,1,Intro Solid Mechncs,Tony Keaveny,14006,1,2,2,4,2,4,1,1,1,1,,,,,,,,,19
2015 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,C30,2,Intro Solid Mechncs,Francisco Armero,14015,1,4,3,4,5,4,4,2,,1,,,1,,,,,,29
2015 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,60,1,Civil Engrg Matls,Claudia Ostertag,14024,,2,4,6,6,2,1,4,1,,,,2,,,,,,28
2015 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,93,1,Engrg Data Analysis,Mark Hansen,14036,4,9,7,11,6,3,2,,,1,1,,1,1,,,,,46
2015 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,100,1,Elem Fluid Mechanic,Lissa Macvean,14081,2,6,9,7,7,6,2,3,3,,,,3,,,,,,48
2015 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,103,1,Intro To Hydrology,Lissa Macvean,14093,3,4,6,7,4,5,,2,,,,,,1,,,,,32
2015 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,C106,1,Air Pollution,Allen Goldstein,14099,,10,1,2,5,,,1,1,,,,,,,1,,,21
2015 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,107,1,Climate Chg Mitig,William Nazaroff,14111,3,6,4,12,14,4,2,3,1,,,,,1,,,,,50
2015 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,112,1,Environ Eng Design,Slawomir Hermanowicz,14123,,5,6,1,5,1,,,,,,,,,,,,,18
2015 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,114,1,Environ Microbio,Lisa Alvarez-Cohen,14129,1,6,7,6,5,3,,1,,,,,,,,,,,29
2015 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,120,1,Structural Engrg,Jack Moehle,14138,2,23,8,17,11,1,3,4,,,5,,,,,,,1,75
2015 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,121,1,Adv Struct Analysis,Filippos Filippou,14147,,5,4,9,6,3,,,,,,,,,,,,,27
2015 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,122L,1,Steel Design Proj,Mark Thomas,14153,6,5,2,1,,1,,,,,,,,,,,,,15
2015 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,130N,1,Mech Of Structures,Sanjay Govindjee,14159,1,12,4,7,9,5,5,6,4,,3,,1,,,,,,57
2015 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,C133,1,Eng Analyfinite Mth,Shawn Shadden,14171,1,3,2,2,2,2,,1,1,,,,,1,,,,,15
2015 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,155,1,Trans Sys Engrg,Alexey Pozdnukhov,14183,3,5,2,3,2,6,,2,,,1,,,2,,,,,26
2015 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,165,1,Concrete Mat/Cons,Paulo Monteiro,14189,1,8,9,4,4,2,,,,,,,,,,,,,28
2015 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,171,1,Intro To Geol Eng,Steven Glaser,14192,2,5,3,1,2,1,,2,3,,,,1,,,,,,20
2015 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,175,1,Geot Geoenv Engrg,Jonathan Bray,14195,1,4,6,5,6,4,,,,,,,,,,,,,26
2015 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,176,1,Environ Geotechnics,Nicholas Sitar,14204,1,2,1,1,1,2,,,1,,2,,,,,,,,11
2015 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,180,1,Cee Systems Design,Nicholas Santero,14207,,21,11,1,,1,,,,,,,,,,,,,34
2015 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,198,7,Directed Group Stdy,Jeremy Axelrod; Samer Madanat,14246,,,,,,,,,,,,,,17,,1,,,18
2015 Spring,Classics,CLASSIC,Classics,10B,1,Intro Roman Civ,Kathleen Mccarthy,14703,,12,22,11,11,5,3,1,,,,,2,27,,2,,,96
2015 Spring,Classics,CLASSIC,Classics,17B,1,Elem Roman Arch,J. Pena,14724,,4,2,3,1,,,,,,,,,,,,,,10
2015 Spring,Classics,CLASSIC,Classics,28,1,Classic Myths,Kim Shelton,14733,6,28,30,11,11,8,5,5,2,,,,3,38,,9,,,156
2015 Spring,Classics,CLASSIC,Classics,35,1,Greek Tragedy,Mark Griffith,14760,1,6,8,6,3,,1,,,,,,,3,,,,,28
2015 Spring,Classics,CLASSIC,Classics,36,1,Greek Philosophy,Sara Magrin,14763,5,10,3,6,10,2,,,,,,1,1,13,,3,,,54
2015 Spring,Classics,CLASSIC,Classics,130,1,Topics,Trevor Murphy,14784,,5,4,2,7,1,,,,1,2,,,3,,,,,25
2015 Spring,Classics,CLASSIC,Classics,163,1,Topic Greek Philos,Anthony Long,14787,,9,7,4,3,1,1,,1,,,,,,,,,1,27
2015 Spring,Classics,GREEK,Greek,2,1,Elementary Greek,Nikolaos Papazarkadas,15203,2,4,4,1,,,,,,,,,,2,1,,,,14
2015 Spring,Classics,LATIN,Latin,1,2,Elementary Latin,Kathleen Mccarthy; Morgan Hunter,15606,,5,,,1,,,,,,,,,9,,1,,,16
2015 Spring,Classics,LATIN,Latin,100,1,Republican Prose,Christopher Adams; Kathleen Mccarthy,15630,1,4,4,1,1,,,,1,,,,,,,,,,12
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,1,1,Grammar/Vocabulary,Michelle Baptiste,16403,,,,,,,,,,,,,,14,2,,,,16
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,1,2,Grammar/Vocabulary,Michelle Baptiste,16406,,,,,,,,,,,,,,10,1,,,,11
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,1,3,Grammar/Vocabulary,Nancy Hunt,16409,,,,,,,,,,,,,,13,2,,,,15
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,R1A,2,College Writing 1a,Jordan Ruyle,16418,,2,4,4,1,,,1,,,1,,1,,,,,,14
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,R1A,3,College Writing 1a,Elizabeth Williams,16421,,1,1,3,7,,,,,2,,,,,,,,,14
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,R1A,4,College Writing 1a,Daniel Husman,16424,,,3,3,6,1,,,,,,,,,,,,,13
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,R1A,7,College Writing 1a,Chisako Cole,16433,,3,4,,,2,,1,1,,,,,,,,,,11
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,R1A,8,College Writing 1a,Jonathan Lang,16436,,,1,3,1,1,2,,,3,,,,,,,,,11
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,R1A,9,College Writing 1a,Benjamin Spanbock,16439,,,3,3,2,1,,,1,,,,,,,,,,10
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,R1A,10,College Writing 1a,Mary Grover,16442,,,2,3,3,,,1,,1,,,,,,,,,10
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,R1A,12,College Writing 1a,Ryan Sloan,16448,,,2,3,3,4,1,,,,,,,,,,,,13
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,R1A,13,College Writing 1a,Margi Wald,16451,,2,2,2,3,1,1,,,,,,1,,,,,1,13
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,R1A,15,College Writing 1a,Catherine Oakes,16457,,,2,1,6,1,,,,1,,,,,,,,,11
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,R1A,17,College Writing 1a,Carolyn Hill,16463,,,3,3,2,3,1,1,,,,,1,,,,,,14
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,R1A,18,College Writing 1a,John Levine,16466,,,,6,4,,,1,,,,,,,,,,1,12
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,R1A,20,College Writing 1a,Catherine Oakes,16472,,,2,5,1,2,,,,,,,,,,,,,10
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,R1A,21,College Writing 1a,Gail Offen-Brown,16475,,2,3,2,,2,3,1,,,,,,,,,,,13
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,R1A,24,College Writing 1a,Teri Crisp,16484,,4,1,1,3,,,,,,1,,,,,,,1,11
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,R4B,3,"Read,Comp,Research",Jonathan Lang,16496,,2,,3,2,1,3,1,1,1,,,,,,1,,,15
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,R4B,4,"Read,Comp,Research",Michael Larkin,16499,,10,1,3,,,1,1,,,,,,,,,,1,17
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,R4B,5,"Read,Comp,Research",Daniel Husman,16502,,2,2,7,3,1,,,1,,,,,,,,,,16
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,R4B,6,"Read,Comp,Research",Yuet-Sim Chiang,16505,,2,6,2,2,,,,,,,,,,,,,,12
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,R4B,7,"Read,Comp,Research",Teri Crisp,16508,2,4,3,4,2,,,,,,,,,1,,,,,16
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,R4B,8,"Read,Comp,Research",Patricia Hammons,16511,,12,1,1,,,1,,1,,,,,,,,,,16
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,R4B,9,"Read,Comp,Research",Patricia Steenland,16514,,2,5,,5,2,,,,,,,1,,,1,,,16
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,R4B,10,"Read,Comp,Research",Kimberly Freeman,16516,,6,5,3,1,,,1,,,,,,,,,,,16
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,R4B,12,"Read,Comp,Research",Michael Larkin,16595,,7,3,5,,,,,,,,,,,,,,,15
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,R4B,13,"Read,Comp,Research",Gail Offen-Brown,16598,1,6,3,1,2,,1,1,,,,,,,,,,,15
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,R4B,14,"Read,Comp,Research",Michelle Baptiste,16601,,9,4,,1,1,,1,,,,,,,,,,,16
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,10A,1,Public Speaking,Donnett Flash,16520,,3,8,,,,,,,,,,,2,,,,,13
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,10A,2,Public Speaking,Donnett Flash,16522,,7,5,,,,,,,,,,,2,1,,,1,16
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,10A,3,Public Speaking,Donnett Flash,16604,,4,6,4,,,,,,,,,,1,,,,,15
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,25AC,1,Read Us Educ Insts,Margaret Sokolik,16529,,20,3,,,,,1,,,,,,2,,1,,,27
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,98,1,Directed Group Stdy,Livia Arianna Bankler-Jukes; Margaret Sokolik; Skylar Economy,16535,,,,,,,,,,,,,,33,,2,,,35
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,106,1,Int Comp: Argument,Carolyn Hill,16553,,9,1,,1,1,,,,,,,,2,,,,,14
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,110,1,Advanced Comp,Patricia Hammons,16556,,18,2,2,,,1,,,,,,,,1,,,,24
2015 Spring,College Writing Programs,COLWRIT,College Writing Programs,130,1,Intro Creative Writ,John Levine; Michael Larkin; Stephen Tollefson,16562,,9,7,2,1,,,,,,,,,1,,,,,20
